course_id,course_name_en,course_name_th,course_abbrev,credit
3300427,APPLICATION OF PHARMACOKINETICS IN CLINICAL PRACTICE II,การประยุกต์เภสัชจลนศาสตร์ในคลินิกปฏิบัติ 2,PK CLIN PRAC II,2
3300427,APPLICATION OF PHARMACOKINETICS IN CLINICAL PRACTICE II,การประยุกต์เภสัชจลนศาสตร์ในคลินิกปฏิบัติ 2,PK CLIN PRAC II,2
3300427,APPLICATION OF PHARMACOKINETICS IN CLINICAL PRACTICE II,การประยุกต์เภสัชจลนศาสตร์ในคลินิกปฏิบัติ 2,PK CLIN PRAC II,2
3300428,MANAGEMENT IN PHARMACY,การจัดการทางเภสัชศาสตร์,MGT PHARM,3
3300515,PHARMACY DECISION SUPPORT TOOLS,เครื่องมือสนับสนุนการตัดสินใจทางเภสัชศาสตร์,PHARM DEC SUPT,3
3300523,PHARMACEUTICAL JURISPRUDENCE AND ETHICS,นิติเภสัชและจริยธรรม,PHAR JURIS ETHICS,3
3300523,PHARMACEUTICAL JURISPRUDENCE AND ETHICS,นิติเภสัชและจริยธรรม,PHAR JURIS ETHICS,3
3300601,PHARMACY PROFESSIONAL PRACTICE I,การฝึกปฏิบัติงานวิชาชีพเภสัชกรรม 1,P PROF PRAC I,3
3300601,PHARMACY PROFESSIONAL PRACTICE I,การฝึกปฏิบัติงานวิชาชีพเภสัชกรรม 1,P PROF PRAC I,3
3300601,PHARMACY PROFESSIONAL PRACTICE I,การฝึกปฏิบัติงานวิชาชีพเภสัชกรรม 1,P PROF PRAC I,3
3300652,PRINCIPLE OF QUALITY SYSTEM AND GOOD MANUFACTURING PRACTICE,หลักการของระบบคุณภาพและหลักเกณฑ์วิธีการที่ดีในการผลิต,PRIN QS GMP,1
3300652,PRINCIPLE OF QUALITY SYSTEM AND GOOD MANUFACTURING PRACTICE,หลักการของระบบคุณภาพและหลักเกณฑ์วิธีการที่ดีในการผลิต,PRIN QS GMP,1
3301102,COSMETICS FOR DAILY LIFE,เครื่องสำอางในชีวิตประจำวัน,COSMETICS DLY LIFE,3
3301304,PHARMACEUTICS II,เภสัชกรรม 2,PHARMACEUTICS II,3
3301305,PHARMACEUTICS I,เภสัชกรรม 1,PHARMACEUT I,3
3301305,PHARMACEUTICS I,เภสัชกรรม 1,PHARMACEUT I,3
3301308,PHARMACEUTICS LABORATORY I,ปฏิบัติการเภสัชกรรม 1,PHARMACEUT LAB I,1
3301308,PHARMACEUTICS LABORATORY I,ปฏิบัติการเภสัชกรรม 1,PHARMACEUT LAB I,1
3301401,PHARMACEUTICS III,เภสัชกรรม 3,PHARMACEUTICS III,3
3301405,PHARMACEUTICS LABORATORY II,ปฏิบัติการเภสัชกรรม 2,PHARMACEUT LAB II,1
3301405,PHARMACEUTICS LABORATORY II,ปฏิบัติการเภสัชกรรม 2,PHARMACEUT LAB II,1
3301406,BIOPHARMACEUTICS AND PHARMACOKINETICS,ชีวเภสัชกรรมและเภสัชจลนศาสตร์,BIOPHAR/PHARMACOK,2
3301406,BIOPHARMACEUTICS AND PHARMACOKINETICS,ชีวเภสัชกรรมและเภสัชจลนศาสตร์,BIOPHAR/PHARMACOK,2
3301406,BIOPHARMACEUTICS AND PHARMACOKINETICS,ชีวเภสัชกรรมและเภสัชจลนศาสตร์,BIOPHAR/PHARMACOK,2
3301406,BIOPHARMACEUTICS AND PHARMACOKINETICS,ชีวเภสัชกรรมและเภสัชจลนศาสตร์,BIOPHAR/PHARMACOK,2
3301406,BIOPHARMACEUTICS AND PHARMACOKINETICS,ชีวเภสัชกรรมและเภสัชจลนศาสตร์,BIOPHAR/PHARMACOK,2
3301730,MICROENCAPSULATION TECHNIQUES,เทคนิคไมโครเอนแคปซูเลชัน,MICROENCAP TECH,2
3302403,INDUSTRIAL PHARMACY I,เภสัชอุตสาหกรรม 1,IND PHAR I,2
3302403,INDUSTRIAL PHARMACY I,เภสัชอุตสาหกรรม 1,IND PHAR I,2
3302403,INDUSTRIAL PHARMACY I,เภสัชอุตสาหกรรม 1,IND PHAR I,2
3302403,INDUSTRIAL PHARMACY I,เภสัชอุตสาหกรรม 1,IND PHAR I,2
3302404,INDUSTRIAL PHARMACY II,เภสัชอุตสาหกรรม 2,IND PHAR II,2
3302411,INDUSTRIAL PHARMACY LABORATORY I,ปฏิบัติการเภสัชอุตสาหกรรม 1,IND PHAR LAB I,1
3302412,INDUSTRIAL PHARMACY LABORATORY II,ปฏิบัติการเภสัชอุตสาหกรรม 2,IND PHAR LAB II,1
3302412,INDUSTRIAL PHARMACY LABORATORY II,ปฏิบัติการเภสัชอุตสาหกรรม 2,IND PHAR LAB II,1
3302628,PHARMACEUTICAL PRODUCT DEVELOPMENT II,การพัฒนาเภสัชภัณฑ์ 2,PHAR PROD DEVEL II,2
3303100,QUALITY OF LIFE,คุณภาพชีวิต,Q LIFE,3
3303191,CHEMICALS AND DRUGS IN DAILY LIFE,สารเคมีและยาในชีวิตประจำวัน,CHEM DRUG DAILY,3
3303202,INTRODUCTION TO PHARMACEUTICAL CHEMISTRY,บทนำสู่เภสัชเคมี,INTRO PHAR CHEM,2
3303330,INORGANIC PHARMACEUTICAL CHEMISTRY,อนินทรียเภสัชเคมี,INORG PHAR CHEM,1
3303332,PHARMACEUTICAL CHEMISTRY LABORATORY,ปฏิบัติการเภสัชเคมี,PHAR CHEM LAB,1
3303431,PHARMACEUTICAL ANALYSIS I,เภสัชวิเคราะห์ 1,PHAR ANAL I,2
3303432,PHARMACEUTICAL ANALYSIS II,เภสัชวิเคราะห์ 2,PHAR ANAL II,2
3303433,PHARMACEUTICAL ANALYSIS LABORATORY I,ปฏิบัติการเภสัชวิเคราะห์ 1,PHAR ANAL LAB I,1
3303434,PHARMACEUTICAL ANALYSIS LABORATORY II,ปฏิบัติการเภสัชวิเคราะห์ 2,PHAR ANAL LAB II,1
3303436,ORGANIC PHARMACEUTICAL CHEMISTRY I,อินทรียเภสัชเคมี 1,ORG PHAR CHEM I,3
3303500,PHARMACEUTICAL QUALITY ASSURANCE AND QUALITY CONTROL,การประกันคุณภาพและการควบคุมคุณภาพเภสัชภัณฑ์,PHAR QA QC,2
3303521,ORGANIC PHARMACEUTICAL CHEMISTRY II,อินทรียเภสัชเคมี 2,ORG PHAR CHEM II,3
3304102,DRUG EDUCATION,ความรู้เรื่องยา,DRUG EDUCATION,3
3304321,BIOCHEMISTRY LABORATORY,ปฏิบัติการชีวเคมี,BIOCHEM LAB,1
3304321,BIOCHEMISTRY LABORATORY,ปฏิบัติการชีวเคมี,BIOCHEM LAB,1
3305101,FOOD FOR HEALTH,อาหารเพื่อสุขภาพ,FOOD FOR HEALTH,3
3305302,FOOD AND NUTRITION I,อาหารและโภชนาการ 1,FOOD/NUTRITION I,2
3306101,USEFUL PLANTS,พืชมีประโยชน์,USEFUL PLANTS,3
3307101,BASIC KNOWLEDGE AND APPLICATIONS OF AROMATHERAPY,ความรู้พื้นฐานและการประยุกต์ใช้สุคนธบำบัด,BASIC AROMATHERAPY,3
3308100,MICROORGANISMS AND LIFE,จุลินทรีย์กับชีวิต,MICRO ORGAN/LIFE,3
3308101,HYGIENE AND ENVIRONMENTAL MICROBIOLOGY,สุขอนามัยกับจุลชีววิทยาสิ่งแวดล้อม,HYG ENV MICROBIO,3
3308204,IMMUNOLOGY,อิมมูนวิทยา,IMMUNOLOGY,1
3308305,MICROBIOL II,จุลชีววิทยา 2,MICROBIOL II,3
3309101,LIFE AND HEALTH,ชีวิตและสุขภาพ,LIFE/HEALTH,3
3309102,OUR BODY,ร่างกายของเรา,OUR BODY,3
3310101,MAN AND TOXIC SUBSTANCES,มนุษย์กับสารพิษ,MAN/TOXIC SUBS,3
3310303,EXPERIMENTS IN PHARMACOLOGY AND TOXICOLOGY,การทดลองทางเภสัชวิทยาและพิษวิทยา,EXP PHARMACOL/TOX,1
3310405,TOXICOLOGY I,พิษวิทยา 1,TOXICOL I,2
3311701,SEMINAR IN PHARMACEUTICS I,สัมมนาทางเภสัชกรรม 1,SEM PHARM I,1
3311702,SEMINAR IN PHARMACEUTICS II,สัมมนาทางเภสัชกรรม 2,SEM PHARM II,1
3311703,EXPERIMENTAL RESEARCH METHODOLOGY AND STATISTICS,วิธีวิทยาการวิจัยเชิงทดลองและสถิติ,EXP RES METH STAT,2
3311704,PRINCIPLES OF DRUG DELIVERY I,หลักการนำส่งยา 1,PRIN DRUG DEL I,2
3311706,PRINCIPLES OF DRUG DELIVERY II,หลักการนำส่งยา 2,PRIN DRUG DEL II,2
3311708,KINETICS AND STABILITY OF PHARMACEUTICAL,จลนพลศาสตร์และความคงตัวของยา,KINET STAB PHARM,3
3311708,KINETICS AND STABILITY OF PHARMACEUTICAL,จลนพลศาสตร์และความคงตัวของยา,KINET STAB PHARM,3
3311710,PHARMACEUTICAL NANOTECHNOLOGY,นาโนเทคโนโลยีทางเภสัชกรรม,PHARM NANOTECH,2
3311712,MICROENCAPSULATION TECHNIQUES,เทคนิคไมโครเอนแคปซูเลชัน,MICROENCAP TECH,2
3311750,PHARMACEUTICAL MATERIALS,สารที่ใช้ในเภสัชภัณฑ์,PHARM MATERIALS,2
3311761,UNIT OPERATION IN PHARMACEUTICAL PROCESSING,\N,UNIT OP PHARM PROC,2
3311763,PHARMACEUTICAL PRODUCTION COST,\N,PHARM PRODUCT COST,2
3311766,PHARMACEUTICAL PRODUCTION MANAGEMENT,\N,PHARM PROD MANAG,2
3311768,PHARMACEUTICAL PRODUCT DEVELOPMENT I,การพัฒนาเภสัชภัณฑ์ 1,PHAR PROD DEVEL I,2
3311768,PHARMACEUTICAL PRODUCT DEVELOPMENT I,การพัฒนาเภสัชภัณฑ์ 1,PHAR PROD DEVEL I,2
3311771,SPECIAL PROBLEMS IN ADVANCED INDUSTRIAL PHARMACY,ปัญหาพิเศษทางเภสัชอุตสาหกรรมขั้นสูง,SP PROB AD IN PHAR,2
3311771,SPECIAL PROBLEMS IN ADVANCED INDUSTRIAL PHARMACY,ปัญหาพิเศษทางเภสัชอุตสาหกรรมขั้นสูง,SP PROB AD IN PHAR,2
3311813,THESIS,วิทยานิพนธ์,THESIS,18
3311828,DISSERTATION,วิทยานิพนธ์,DISSERTATION,48
3311894,DOCTORAL DISSERTATION SEMINAR,สัมมนาวิทยานิพนธ์ระดับดุษฎีบัณฑิต,DOC DISS SEM,0
3311897,QUALIFYING EXAMINATION,การสอบวัดคุณสมบัติ,QUALIFYING EXAM,0
3314300,FOOD AND NUTRITION,อาหารและโภชนาการ,FOOD/NUTRITION,2
3314400,FUNCTIONAL AND HERBAL FOODS,อาหารฟังก์ชันและอาหารสมุนไพร,FUNC/HERB FOOD,3
3317700,BIOSTATISTICS AND EXPERIMENTAL DESIGN,ชีวสถิติและการออกแบบการทดลอง,BIOSTAT/EXP DESIGN,2
3317713,CARE AND USE OF LABORATORY ANIMALS,การดูแลและการใช้สัตว์ทดลอง,CARE USE LAB ANIM,1
3340721,SEMINAR IN PHARMACEUTICS I,สัมมนาทางเภสัชกรรม 1,SEM PHARM I,1
3340722,SEMINAR IN PHARMACEUTICS II,สัมมนาทางเภสัชกรรม 2,SEM PHARM II,1
3340725,EXPERIMENTAL RESEARCH METHODOLOGY AND STATISTICS,วิธีวิทยาการวิจัยเชิงทดลองและสถิติ,EXP RES METH STAT,2
3340727,PRINCIPLES OF DRUG DELIVERY I,หลักการนำส่งยา 1,PRIN DRUG DEL I,2
3340728,PRINCIPLES OF DRUG DELIVERY II,หลักการนำส่งยา 2,PRIN DRUG DEL II,2
3340730,PHARMACEUTICAL PROCESSING TECHNOLOGY,เทคโนโลยีกระบวนการทางเภสัชกรรม,PHARM PROC TECH,3
3340732,THERMODYNAMICS AND APPLIED PHYSICAL PHARMACY,อุณหพลศาสตร์และเภสัชกรรมกายภาพประยุกต์,THERM APP PH PHARM,2
3400505,FRENCH ADMINISTRATIVE LAW,\N,FR ADMIN LAW,3
3400511,LAW ON ADMINISTRATIVE STRUCTURE AND PERSONNEL,\N,LAW ADM STRUC PERS,3
3400515,LAW ON NATURAL RESOURCES MANAGEMENT,กฎหมายเกี่ยวกับการจัดการทรัพยากรธรรมชาติ,LAW NAT RES MGT,3
3400522,ADVANCED CONSTITUTIONS AND POLITICAL INSTITUTIONS II,รัฐธรรมนูญและสถาบันการเมืองขั้นสูง 2,ADV CONST POL II,3
3400539,LAW ON DIRECT INVESTMENT,\N,LAW DIRECT INVEST,3
3400543,LAW AND TAX PLANNING,กฎหมายและการวางแผนภาษีทางธุรกิจ,LAW/TAX PLANNING,3
3400545,COMPARATIVE INVESTMENT LAWS,กฎหมายการลงทุนเปรียบเทียบ,COMP INVEST LAW,3
3400580,ADVANCED CRIMINAL LAW,\N,ADV CRIM LAW,3
3400582,CRIMINAL JUSTICE ADMINISTRATION I,\N,CRIM JUST ADM I,3
3400584,COMPARATIVE CRIMINAL LAW,กฎหมายอาญาเปรียบเทียบ,COMP CRIM LAW,3
3400585,ADVANCED CRIMINOLOGY,\N,ADV CRIM,3
3400587,COMPARATIVE CRIMINAL PROCEDURE,\N,COMP CRIM PROCE,3
3400588,BUSINESS CRIME,\N,BUSINESS CRIME,3
3400594,PRINCIPLES OF CIVIL LAW,หลักกฎหมายแพ่ง,PRIN CIV LAW,3
3400599,LAW ON INVESTMENT AND FINANCIAL STRUCTURING,กฎหมายเกี่ยวกับการจัดโครงสร้างการลงทุนและการเงิน,LAW INV FIN STRUC,3
3400604,ENGLISH FOR LEGAL RESEARCH,ภาษาอังกฤษเพื่อการวิจัยทางกฎหมาย,ENG LEG RES,3
3400608,SEMINAR ON TORT LIABILITY,สัมมนาว่าด้วยความรับผิดเพื่อละเมิด,SEM TORT LIA,3
3400622,LEGAL PHILOSOPHY,นิติปรัชญา,LEGAL PHIL,3
3400625,COMPARATIVE FAMILY LAW,กฎหมายครอบครัวเปรียบเทียบ,COMP FAM LAW,3
3400712,SEMINAR ON PUBLIC LAW AND JURISPRUDENCE,สัมมนากฏหมายมหาชนและนิติศึกษา,SEM PUB LAW/JUR,3
3400712,SEMINAR ON PUBLIC LAW AND JURISPRUDENCE,สัมมนากฏหมายมหาชนและนิติศึกษา,SEM PUB LAW/JUR,3
3400712,SEMINAR ON PUBLIC LAW AND JURISPRUDENCE,สัมมนากฏหมายมหาชนและนิติศึกษา,SEM PUB LAW/JUR,3
3400712,SEMINAR ON PUBLIC LAW AND JURISPRUDENCE,สัมมนากฏหมายมหาชนและนิติศึกษา,SEM PUB LAW/JUR,3
3400722,SEMINAR ON PRIVATE AND BUSINESS LAW,สัมมนากฏหมายเอกชนและกฏหมายธุรกิจ,SEM PRIV/BUS LAW,3
3400722,SEMINAR ON PRIVATE AND BUSINESS LAW,สัมมนากฏหมายเอกชนและกฏหมายธุรกิจ,SEM PRIV/BUS LAW,3
3400722,SEMINAR ON PRIVATE AND BUSINESS LAW,สัมมนากฏหมายเอกชนและกฏหมายธุรกิจ,SEM PRIV/BUS LAW,3
3400722,SEMINAR ON PRIVATE AND BUSINESS LAW,สัมมนากฏหมายเอกชนและกฏหมายธุรกิจ,SEM PRIV/BUS LAW,3
3400725,ENVIRONMENTAL LAW,กฎหมายสิ่งแวดล้อม,ENVIRONMENTAL LAW,3
3400741,SEMINAR ON CRIMINAL LAW AND JUSTICE ADMINISTRATION,สัมมนากฏหมายอาญาและกระบวนการยุติธรรม,SE CRI LAW/JUS ADM,3
3400741,SEMINAR ON CRIMINAL LAW AND JUSTICE ADMINISTRATION,สัมมนากฏหมายอาญาและกระบวนการยุติธรรม,SE CRI LAW/JUS ADM,3
3400741,SEMINAR ON CRIMINAL LAW AND JUSTICE ADMINISTRATION,สัมมนากฏหมายอาญาและกระบวนการยุติธรรม,SE CRI LAW/JUS ADM,3
3400741,SEMINAR ON CRIMINAL LAW AND JUSTICE ADMINISTRATION,สัมมนากฏหมายอาญาและกระบวนการยุติธรรม,SE CRI LAW/JUS ADM,3
3400758,ADVANCED CIVIL PROCEDURE LAW,วิธีพิจารณาความแพ่งขั้นสูง,ADV CIV PROC LAW,3
3400791,ADVANCED LEGAL RESEARCH METHODOLOGY,ระเบียบวิธีวิจัยทางนิติศาสตร์ขั้นสูง,ADV LE RES METHOD,3
3400792,LAW SEMINAR,สัมมนาทางนิติศาสตร์,LAW SEMINAR,3
3400796,ANTI-MONEY LAUNDERING LAW,กฎหมายป้องกันและปราบปรามการฟอกเงิน,ANTI-MOY-LDRG LAW,3
3400811,THESIS,วิทยานิพนธ์,THESIS,12
3400828,DISSERTATION,วิทยานิพนธ์,DISSERTATION,48
3400894,DOCTORAL DISSERTATION SEMINAR,สัมมนาวิทยานิพนธ์ระดับดุษฎีบัณฑิต,DOC DISSERT SEM,0
3400897,QUALIFYING EXAMINATION,การสอบวัดคุณสมบัติ,QUALIFYING EXAM,0
3401110,SOURCES OF OBLIGATIONS I,มูลหนี้ 1,SOURC OBLIGAT I,3
3401121,PROPERTY LAW,กฎหมายลักษณะทรัพย์,PROPERTY LAW,3
3401122,PERSONS AND FAMILY LAW,กฎหมายลักษณะบุคคลและครอบครัว,PERSON FAMILY LAW,3
3401123,FUNDAMENTAL LEGAL PRINCIPLES,หลักพื้นฐานแห่งกฎหมาย,FUND LEGAL PRINC,3
3401124,INTRODUCTION TO INTELLECTUAL PROPERTY LAW,ความรู้เบื้องต้นเกี่ยวกับกฎหมายทรัพย์สินทางปัญญา,INTRO IP LAW,3
3401124,INTRODUCTION TO INTELLECTUAL PROPERTY LAW,ความรู้เบื้องต้นเกี่ยวกับกฎหมายทรัพย์สินทางปัญญา,INTRO IP LAW,3
3401201,SUCCESSION LAW,กฎหมายลักษณะมรดก,SUCCESSION LAW,3
3401202,EFFECT OF OBLIGATIONS,ผลแห่งหนี้,EFFECT OBLIGAT,3
3401204,LOAN AND SECURITY TRANSACTIONS,กฎหมายว่าด้วยการกู้ยืมและหลักประกัน,LOAN SEC TRANS,3
3401208,SPECIFIC CONTRACTS I,กฎหมายเอกเทศสัญญาสำคัญ 1,SPEC CONTRACT I,3
3401209,SPECIFIC CONTRACTS II,กฎหมายเอกเทศสัญญาสำคัญ 2,SPEC CONTRACT II,3
3401210,SOURCES OF OBLIGATIONS II,มูลหนี้ 2,SOURC OBLIGAT II,3
3401250,BUSINESS LAW,กฎหมายธุรกิจ,BUSINESS LAW,2
3401255,BUSINESS LAW I,กฎหมายธุรกิจ 1,BUSINESS LAW I,3
3401256,BUSINESS LAW II,กฎหมายธุรกิจ 2,BUSINESS LAW II,3
3401260,TAXATION LAW,กฎหมายภาษีอากร,TAXATION LAW,2
3401301,LAW ON BUSINESS ORGANIZATIONS,กฎหมายเกี่ยวกับองค์กรธุรกิจ,LAW BUS ORGANIZON,3
3401302,NEGOTIABLE INSTRUMENTS,กฎหมายตราสารเปลี่ยนมือ,NEGOTIABLE INSTRUM,3
3401303,TAXATION,กฎหมายภาษีอากร,TAXATION,3
3401434,INTELLECTUAL PROPERTY LAW,กฎหมายทรัพย์สินทางปัญญา,INTELL PROP LAW,2
3401435,ANTI-TRUST LAW,กฎหมายป้องกันการผูกขาด,ANTI TRUST LAW,2
3401436,SEMINAR ON BUSINESS LAW,สัมมนากฎหมายธุรกิจ,SEM BUS LAW,2
3401437,SECURITIES REGULATIONS,กฎหมายหลักทรัพย์,SECU REGULATIONS,2
3401438,CONTRACT NEGOTIATION AND DRAFTING,การเจรจาต่อรองและการร่างสัญญา,CONTR NEGO DRAFT,2
3401451,SEMINAR ON INTELLECTUAL PROPERTY LAW,สัมมนากฎหมายทรัพย์สินทางปัญญา,SEM IP LAW,2
3402101,CRIMINAL LAW: GENERAL PRINCIPLES,กฎหมายอาญาหลักทั่วไป,CRIM LAW GEN PRINC,3
3402102,CRIMINAL LAW: SPECIFIC OFFENCES,กฎหมายอาญาภาคความผิด,CRIM LAW SPE OFFEN,3
3402103,INTRODUCTION TO CRIMINAL LAW AND CRIMINAL PROCEDURE,ความรู้เบื้องต้นเกี่ยวกับกฎหมายอาญาและกระบวนการยุติธรรมทางอาญา,INTRO CRIM LAW,3
3402430,SEMINAR ON CRIMINAL LAW,สัมมนากฎหมายอาญา,SEM CRIM LAW,2
3402480,CRIMINOLOGY,อาชญาวิทยา,CRIMINOLOGY,2
3403201,JUDICIARY PROCESS AND THAI COURT SYSTEM,กระบวนการยุติธรรมและระบบศาลไทย,JUD PRO THAI COURT,3
3403301,CIVIL PROCEDURE,กฎหมายวิธีพิจารณาความแพ่ง,CIVIL PROCEDURE,3
3403302,CRIMINAL PROCEDURE,กฎหมายวิธีพิจารณาความอาญา,CRIMINAL PROCEDURE,3
3403304,EVIDENCE LAW,กฎหมายลักษณะพยาน,EVIDENCE LAW,3
3403432,CIVIL PROCEDURE: EXECUTION OF JUDGEMENTS OR ORDERS,กฎหมายวิธีพิจารณาความแพ่งภาคบังคับคดี,CIV PRO EX JUD ORD,2
3403433,BANKRUPTCY LAW,กฎหมายล้มละลาย,BANKRUPTCY LAW,2
3403482,FORENSIC MEDICINE,นิติเวชศาสตร์,FORENSIC MEDICINE,2
3404103,LAW ON LAND MANAGEMENT,กฎหมายเกี่ยวกับการจัดการที่ดิน,LAW LAND MGT,3
3404117,INTRODUCTION TO LAW,ความรู้เบื้องต้นเกี่ยวกับกฏหมายทั่วไป,INTRO TO LAW,3
3404122,LEGAL LOGICS,นิติตรรกศาสตร์,LEGAL LOGICS,2
3404122,LEGAL LOGICS,นิติตรรกศาสตร์,LEGAL LOGICS,2
3404123,LEGAL HISTORY,ประวัติศาสตร์กฎหมาย,LEGAL HISTORY,2
3404123,LEGAL HISTORY,ประวัติศาสตร์กฎหมาย,LEGAL HISTORY,2
3404124,LAW AND SOCIETY,กฎหมายกับสังคม,LAW SOCIETY,2
3404124,LAW AND SOCIETY,กฎหมายกับสังคม,LAW SOCIETY,2
3404125,GENERAL PRINCIPLES OF PUBLIC LAW,หลักทั่วไปเกี่ยวกับกฎหมายมหาชน,GEN PRINC PUB LAW,3
3404201,LAW AND ACCOUNTING,กฎหมายกับการบัญชี,LAW ACCTG,2
3404202,ECONOMIC ANALYSIS OF LAWS AND IMPLICATION FOR BUSINESS,การวิเคราะห์กฎหมายในเชิงเศรษฐศาสตร์และนัยต่อธุรกิจ,LAW ECON ANAL,2
3404220,CONSTITUTIONAL LAW AND POLITICAL INSTITUTIONS,กฎหมายรัฐธรรมนูญและสถาบันการเมือง,CONSTIT POL INSTIT,3
3404301,LABOUR LAW,กฎหมายแรงงาน,LABOUR LAW,3
3404320,ADMINISTRATIVE LAW,กฎหมายปกครอง,ADMINISTRATIVE LAW,3
3404344,LAW ON FOOD AND AGRICULTURE,กฎหมายเกี่ยวกับอาหารและการเกษตร,LAW FOOD AGR,3
3404401,LEGAL PHILOSOPHY,นิติปรัชญา,LEGAL PHILOSOPHY,2
3404402,ENERGY LAW,กฎหมายพลังงาน,ENERGY LAW,2
3404404,LEGAL PHILOSOPHY,นิติปรัชญา,LEGAL PHILOSOPHY,3
3404430,BANKING LAW,กฎหมายธนาคาร,BANKING LAW,2
3404435,CONSUMER PROTECTION LAW,กฎหมายคุ้มครองผู้บริโภค,CON PROTECT LAW,2
3404437,PUBLIC LAW IN FOREIGN LANGUAGE,กฎหมายมหาชนภาคภาษาต่างประเทศ,PUB LAW FORGN LANG,2
3404441,ADMINISTRATIVE PROCEDURE LAW,กฎหมายว่าด้วยวิธีปฏิบัติราชการของเจ้าหน้าที่,ADMIN PRO LAW,2
3404442,STATE CONTRACTS,สัญญาของรัฐ,STATE CONTRACTS,2
3404443,SEMINAR ON LAW AND SOCIAL PROBLEMS,สัมมนากฎหมายกับปัญหาสังคม,SEM LAW SOC PROB,2
3404445,INTRODUCTION TO PUBLIC ECONOMIC LAW,ความรู้เบื้องต้นเกี่ยวกับกฎหมายมหาชนทางเศรษฐกิจ,INTRO PUB ECON LAW,2
3404446,SEMINAR ON LEGAL DRAFTING AND LEGISLATIVE PROCESS,สัมมนาการร่างกฎหมายและกระบวนการนิติบัญญัติ,SEM LEGAL DRAF PRO,2
3404447,SEMINAR ON ADMINISTRATIVE LAW,สัมมนากฎหมายปกครอง,SEM ADMINIST LAW,2
3404449,SEMINAR ON CONSTITUTIONAL LAW,สัมมนากฎหมายรัฐธรรมนูญ,SEM CONSTIT LAW,2
3404493,INDUSTRIAL LAW,กฎหมายอุตสาหกรรม,INDUSTRIAL LAW,2
3404494,LAW ON PERSONAL MANAGEMENT IN PUBLIC SECTOR,กฎหมายการบริหารงานบุคคลภาครัฐ,PER MGT PUB SECT,2
3404497,LAW ON PROPERTY TAXATION,กฎหมายภาษีทรัพย์สิน,LAW PROP TAX,2
3404499,LAW OF TECHNOLOGY,กฎหมายเกี่ยวกับเทคโนโลยี,LAW TECH,2
3405251,INTERNATIONAL BUSINESS LAW,กฎหมายธุรกิจระหว่างประเทศ,INTER BUS LAW,2
3405301,PUBLIC INTERNATIONAL LAW,กฎหมายระหว่างประเทศแผนกคดีเมือง,PUB INTER LAW,3
3405302,PRIVATE INTERNATIONAL LAW,กฎหมายระหว่างประเทศแผนกคดีบุคคล,PRIV INTER LAW,3
3405432,INTERNATIONAL TRADE LAW,กฎหมายการค้าระหว่างประเทศ,INTER TRADE LAW,2
3405433,INTERNATIONAL CONTRACT,สัญญาระหว่างประเทศ,INTER CONTRACT,2
3500111,INTRODUCTION TO FINE AND APPLIED ARTS,ศิลปกรรมปริทรรศน์,INTRO FINE APP ART,3
3500230,ART AND TECHNOLOGY,ศิลปะกับเทคโนโลยี่,ART/TECHNOLOGY,3
3500300,RESEARH AND REPORT WRITING,การวิจัยและการเขียนรายงาน,RSRCH RPT WRITING,3
3500430,AESTHETICS IN FINE ARTS,สุนทรียศาสตร์ทางศิลปกรรม,AESTHETIC FINE ART,3
3500601,SEMINAR IN RESEARCH METHODOLOGY AND CREATIVITY,สัมมนาวิธีวิทยาการวิจัยและสร้างสรรค์,SEM RES METH CRE,3
3500602,SEMINAR IN PHILOSOPHY AND AESTHETICS IN FINE ARTS,สัมมนาปรัชญาศิลปะและสุนทรียศาสตร์,SEM PHIL AES FA,3
3500603,FINE AND APPLIED ARTS MANAGEMENT,การบริหารจัดการทางศิลปกรรม,FAA MGT,3
3500604,ADVANCED CREATIVE THINKING,ความคิดสร้างสรรค์ขั้นสูง,ADV CRE THNK,3
3500612,SEMINAR IN FINE AND APPLIED ARTS,สัมมนาทางศิลปกรรม,SEM FAA,3
3500616,ART THERAPY,ศิลปะบำบัด,ART THERAPY,3
3500826,DISSERTATION,วิทยานิพนธ์,DISSERTATION,36
3500894,DOCTORAL DISSERTATION SEMINAR,สัมมนาวิทยานิพนธ์ระดับดุษฎีบัณฑิต,DOC DISSERT SEM,0
3500897,QUALIFYING EXAMINATION,การสอบวัดคุณสมบัติ,QUALIFYING EXAM,0
3501120,HISTORY OF WESTERN ART I,ประวัติศิลปะตะวันตก 1,HIST WEST ART I,3
3501140,DRAWING I,วาดภาพ 1,DRAWING I,3
3501141,DRAWING II,วาดภาพ 2,DRAWING II,3
3501214,THAI ARTS I,ศิลปะไทย 1,THAI ARTS I,3
3501222,HISTORY OF ORIENTAL ART I,ประวัติศิลปตะวันออก 1,HIST ORNTAL ART I,3
3501224,HISTORY OF THAI ART,ประวัติศิลปะไทย,HISTORY THAI ART,3
3502101,INTRODUCTION TO CREATIVE ARTS,นฤมิตศิลปปริทรรศน์,INTRO CREATIVE ART,3
3502111,COLOR AND DESIGN,สีและการออกแบบ,COLOR/DESIGN,3
3502140,CREATIVE DESIGN I,ออกแบบนฤมิตศิลป์ 1,CREATIVE DESN I,3
3502141,CREATIVE DESIGN II,ออกแบบนฤมิตศิลป์ 2,CREATIVE DESN II,3
3502190,MATERIAL AND PROCESS I,วัสดุและกรรมวิธี 1,MATERL/PROCESS I,3
